year,title,author,price,Shortlist/Longlist/Winner,ISBN-10,date,ISBN-13
2011,Snowdrops,A. D. Miller,Booker Prize,Shortlist,0857893033,10/18/2011,9780857893031
2011,On Canaan’s Side,Sebastian Barry,Booker Prize,Longlist,0571274706,10/18/2011,9780571274703
2011,A Cupboard Full of Coats,Yvvette Edwards,Booker Prize,Longlist,1851687629,10/18/2011,9781851687626
2011,The Stranger’s Child,Alan Hollinghurst,Booker Prize,Longlist,1447203984,10/18/2011,9781447203988
2011,The Last Hundred Days,Patrick McGuinness,Booker Prize,Longlist,1854115618,10/18/2011,9781854115614
2011,Far to Go,Alison Pick,Booker Prize,Longlist,0755379446,10/18/2011,9780755379446
2011,The Testament of Jessie Lamb,Jane Rogers,Booker Prize,Longlist,085786419X,10/18/2011,9780857864192
2011,Derby Day,D. J. Taylor,Booker Prize,Longlist,1448139988,10/18/2011,9781448139989
2012,Bring Up the Bodies,Hilary Mantel,Booker Prize,Winner,000747735X,10/16/2012,9780007477357
2012,Narcopolis,Jeet Thayil,Booker Prize,Shortlist,9366312837,10/16/2012,9789366312835
2012,Swimming Home,Deborah Levy,Booker Prize,Shortlist,1908276029,10/16/2012,9781908276025
2012,The Garden of Evening Mists,Tan Twan Eng,Booker Prize,Shortlist,1782110194,10/16/2012,9781782110194
2012,The Lighthouse,Alison Moore,Booker Prize,Shortlist,1317131614,10/16/2012,9781317131618
2012,Umbrella,Will Self,Booker Prize,Shortlist,1408841215,10/16/2012,9781408841211
2012,The Yips,Nicola Barker,Booker Prize,Longlist,1780240945,10/16/2012,9781780240947
2012,The Teleportation Accident,Ned Beauman,Booker Prize,Longlist,1848945027,10/16/2012,9781848945029
2012,Philida,André Brink,Booker Prize,Longlist,1868427935,10/16/2012,9781868427932
2012,Skios,Michael Frayn,Booker Prize,Longlist,0571281435,10/16/2012,9780571281435
2012,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Booker Prize,Longlist,0812983459,10/16/2012,9780812983456
2012,Communion Town,Sam Thompson,Booker Prize,Longlist,1780240295,10/16/2012,9781780240299
2013,The Luminaries,Eleanor Catton,Booker Prize,Winner,1847085938,10/15/2013,9781847085931
2013,We Need New Names,NoViolet Bulawayo,Booker Prize,Shortlist,3608937013,10/15/2013,9783608937015
2013,The Lowland,Jhumpa Lahiri,Booker Prize,Shortlist,1408844559,10/15/2013,9781408844557
2013,A Tale for the Time Being,Ruth Ozeki,Booker Prize,Shortlist,0857867989,10/15/2013,9780857867988
2013,The Testament of Mary,Colm Tóibín,Booker Prize,Shortlist,2367813981,10/15/2013,9782367813981
2013,Harvest,Jim Crace,Booker Prize,Shortlist,3319940937,10/15/2013,9783319940939
2013,Five Star Billionaire,Tash Aw,Booker Prize,Longlist,1040012140,10/15/2013,9781040012147
2013,The Marrying of Chani Kaufman,Eve Harris,Booker Prize,Longlist,0802192661,10/15/2013,9780802192660
2013,The Kills,Richard House,Booker Prize,Longlist,1447254880,10/15/2013,9781447254881
2013,Unexploded,Alison MacLeod,Booker Prize,Longlist,0141952636,10/15/2013,9780141952635
2013,TransAtlantic,Colum McCann,Booker Prize,Longlist,1408829371,10/15/2013,9781408829370
2013,Almost English,Charlotte Mendelson,Booker Prize,Longlist,1447219988,10/15/2013,9781447219989
2013,The Spinning Heart,Donal Ryan,Booker Prize,Longlist,1950192830,10/15/2013,9781950192830
2014,The Narrow Road to the Deep North,Richard Flanagan,Booker Prize,Winner,0385352867,10/14/2014,9780385352864
2014,To Rise Again at a Decent Hour,Joshua Ferris,Booker Prize,Shortlist,0316329134,10/14/2014,9780316329132
2014,We Are All Completely Beside Ourselves,Karen Joy Fowler,Booker Prize,Shortlist,1782830200,10/14/2014,9781782830207
2014,J,Howard Jacobson,Booker Prize,Shortlist,1501350552,10/14/2014,9781501350559
2014,The Lives of Others,Neel Mukherjee,Booker Prize,Shortlist,1503635449,10/14/2014,9781503635449
2014,How to be Both,Ali Smith,Booker Prize,Shortlist,3031407954,10/14/2014,9783031407956
2014,The Blazing World,Siri Hustvedt,Booker Prize,Longlist,3110407760,10/14/2014,9783110407761
2014,The Wake,Paul Kingsnorth,Booker Prize,Longlist,1843846500,10/14/2014,9781843846505
2014,The Bone Clocks,David Mitchell,Booker Prize,Longlist,1848945043,10/14/2014,9781848945043
2014,Us,David Nicholls,Booker Prize,Longlist,1604733020,10/14/2014,9781604733020
2014,The Dog,Joseph O’Neill,Booker Prize,Longlist,1501355260,10/14/2014,9781501355264
2014,Orfeo,Richard Powers,Booker Prize,Longlist,0393242684,10/14/2014,9780393242683
2014,History of the Rain,Niall Williams,Booker Prize,Longlist,1408852012,10/14/2014,9781408852019
2015,A Brief History of Seven Killings,Marlon James,Booker Prize,Winner,1780745885,10/13/2015,9781780745886
2015,Satin Island,Tom McCarthy,Booker Prize,Shortlist,1000060144,10/13/2015,9781000060140
2015,The Fishermen,Chigozie Obioma,Booker Prize,Shortlist,0992918251,10/13/2015,9780992918255
2015,The Year of the Runaways,Sunjeev Sahota,Booker Prize,Shortlist,1101946113,10/13/2015,9781101946114
2015,A Spool of Blue Thread,Anne Tyler,Booker Prize,Shortlist,1473513162,10/13/2015,9781473513167
2015,The Illuminations,Andrew O'Hagan,Booker Prize,Longlist,057127367X,10/13/2015,9780571273676
2015,The Green Road,Anne Enright,Booker Prize,Longlist,3319964305,10/13/2015,9783319964300
2015,The Moor's Account,Laila Lalami,Booker Prize,Longlist,1526650185,10/13/2015,9781526650184
2015,Sleeping on Jupiter,Anuradha Roy,Booker Prize,Longlist,1848666896,10/13/2015,9781848666894
2015,Lila,Marilynne Robinson,Booker Prize,Longlist,1350106976,10/13/2015,9781350106970
2015,Did You Ever Have a Family,Bill Clegg,Booker Prize,Longlist,1476798184,10/13/2015,9781476798189
2015,The Chimes,Anna Smaill,Booker Prize,Longlist,1444794515,10/13/2015,9781444794519
2015,The Wolf Border,Sarah Hall,Booker Prize,Longlist,0571279902,10/13/2015,9780571279906
2016,The Sellout,Paul Beatty,Booker Prize,Winner,1786070162,10/25/2016,9781786070166
2016,Hot Milk,Deborah Levy,Booker Prize,Shortlist,024196802X,10/25/2016,9780241968024
2016,His Bloody Project,Graeme Macrae Burnet,Booker Prize,Shortlist,1913393607,10/25/2016,9781913393601
2016,Eileen,Ottessa Moshfegh,Booker Prize,Shortlist,069840162X,10/25/2016,9780698401624
2016,All That Man Is,David Szalay,Booker Prize,Shortlist,162273646X,10/25/2016,9781622736461
2016,Do Not Say We Have Nothing,Madeleine Thien,Booker Prize,Shortlist,1783782684,10/25/2016,9781783782680
2016,My Name Is Lucy Barton,Elizabeth Strout,Booker Prize,Longlist,0028671066,10/25/2016,9780028671062
2016,Hystopia,David Means,Booker Prize,Longlist,0374714878,10/25/2016,9780374714871
2016,The North Water,Ian McGuire,Booker Prize,Longlist,1471151271,10/25/2016,9781471151279
2016,The Many,Wyl Menmuir,Booker Prize,Longlist,3030487849,10/25/2016,9783030487843
2016,Serious Sweet,A. L. Kennedy,Booker Prize,Longlist,1448182867,10/25/2016,9781448182862
2016,Work Like Any Other,Virginia Reeves,Booker Prize,Longlist,1501112503,10/25/2016,9781501112508
2016,The Schooldays of Jesus,J. M. Coetzee,Booker Prize,Longlist,1501318632,10/25/2016,9781501318634
2016,The Lesser Bohemians,Eimear McBride,Booker Prize,Longlist,0571327869,10/25/2016,9780571327867
2017,Lincoln in the Bardo,George Saunders,Booker Prize,Winner,1528800672,10/17/2017,9781528800679
2017,4 3 2 1,Paul Auster,Booker Prize,Shortlist,,10/17/2017,
2017,History of Wolves,Emily Fridlund,Booker Prize,Shortlist,0802189776,10/17/2017,9780802189776
2017,Exit West,Mohsin Hamid,Booker Prize,Shortlist,073521218X,10/17/2017,9780735212183
2017,Elmet,Fiona Mozley,Booker Prize,Shortlist,1473660556,10/17/2017,9781473660557
2017,Autumn,Ali Smith,Booker Prize,Shortlist,0241973317,10/17/2017,9780241973318
2017,The Underground Railroad,Colson Whitehead,Booker Prize,Longlist,1410392880,10/17/2017,9781410392886
2017,Home Fire,Kamila Shamsie,Booker Prize,Longlist,073521770X,10/17/2017,9780735217706
2017,The Ministry of Utmost Happiness,Arundhati Roy,Booker Prize,Longlist,1036413691,10/17/2017,9781036413699
2017,Swing Time,Zadie Smith,Booker Prize,Longlist,346230853X,10/17/2017,9783462308532
2017,The Lesser Bohemians,Eimear McBride,Booker Prize,Longlist,0571327869,10/17/2017,9780571327867
2017,Solar Bones,Mike McCormack,Booker Prize,Longlist,1350372536,10/17/2017,9781350372535
2017,Days Without End,Sebastian Barry,Booker Prize,Longlist,0571277039,10/17/2017,9780571277032
2018,Milkman,Anna Burns,Booker Prize,Winner,1350074748,10/16/2018,9781350074743
2018,Washington Black,Esi Edugyan,Booker Prize,Shortlist,1847659977,10/16/2018,9781847659972
2018,Everything Under,Daisy Johnson,Booker Prize,Shortlist,1473523656,10/16/2018,9781473523654
2018,The Mars Room,Rachel Kushner,Booker Prize,Shortlist,1476756589,10/16/2018,9781476756585
2018,The Overstory,Richard Powers,Booker Prize,Shortlist,180495179X,10/16/2018,9781804951798
2018,The Long Take,Robin Robertson,Booker Prize,Shortlist,1509846891,10/16/2018,9781509846894
2018,Snap,Belinda Bauer,Booker Prize,Longlist,1473526078,10/16/2018,9781473526075
2018,Normal People,Sally Rooney,Booker Prize,Longlist,6022916518,10/16/2018,9786022916512
2018,From a Low and Quiet Sea,Donal Ryan,Booker Prize,Longlist,0525505024,10/16/2018,9780525505020
2018,Warlight,Michael Ondaatje,Booker Prize,Longlist,1040143865,10/16/2018,9781040143865
2018,In Our Mad and Furious City,Guy Gunaratne,Booker Prize,Longlist,342343192X,10/16/2018,9783423431927
2018,The Water Cure,Sophie Mackintosh,Booker Prize,Longlist,0241983029,10/16/2018,9780241983027
2018,The Italian Teacher,Tom Rachman,Booker Prize,Longlist,0735222711,10/16/2018,9780735222717
2019,The Testaments,Margaret Atwood,Booker Prize,Winner,0771009437,10/14/2019,9780771009433
2019,"Girl, Woman, Other",Bernardine Evaristo,Booker Prize,Winner,342343192X,10/14/2019,9783423431927
2019,Quichotte,Salman Rushdie,Booker Prize,Shortlist,180441283X,10/14/2019,9781804412831
2019,10 Minutes 38 Seconds in This Strange World,Elif Shafak,Booker Prize,Shortlist,163557448X,10/14/2019,9781635574487
2019,"Ducks, Newburyport",Lucy Ellmann,Booker Prize,Shortlist,1913111040,10/14/2019,9781913111045
2019,An Orchestra of Minorities,Chigozie Obioma,Booker Prize,Shortlist,140871079X,10/14/2019,9781408710791
2019,Night Boat to Tangier,Kevin Barry,Booker Prize,Longlist,1782116192,10/14/2019,9781782116196
2019,Lanny,Max Porter,Booker Prize,Longlist,1003857485,10/14/2019,9781003857488
2019,Lost Children Archive,Valeria Luiselli,Booker Prize,Longlist,0525520627,10/14/2019,9780525520627
2019,"My Sister, the Serial Killer",Oyinkan Braithwaite,Booker Prize,Longlist,,10/14/2019,
2019,The Wall,John Lanchester,Booker Prize,Longlist,3823394959,10/14/2019,9783823394952
2019,Frankissstein,Jeanette Winterson,Booker Prize,Longlist,1350178055,10/14/2019,9781350178052
2019,The Man Who Saw Everything,Deborah Levy,Booker Prize,Longlist,0241977614,10/14/2019,9780241977613
2020,Shuggie Bain,Douglas Stuart,Booker Prize,Winner,1040172253,11/19/2020,9781040172254
2020,The Shadow King,Maaza Mengiste,Booker Prize,Shortlist,1838851186,11/19/2020,9781838851187
2020,The Mirror and the Light,Hilary Mantel,Booker Prize,Shortlist,0198877056,11/19/2020,9780198877059
2020,This Mournable Body,Tsitsi Dangarembga,Booker Prize,Shortlist,0571355536,11/19/2020,9780571355532
2020,Burnt Sugar,Avni Doshi,Booker Prize,Shortlist,0241989159,11/19/2020,9780241989159
2020,Real Life,Brandon Taylor,Booker Prize,Shortlist,1623965284,11/19/2020,9781623965280
2020,Such a Fun Age,Kiley Reid,Booker Prize,Longlist,1526612178,11/19/2020,9781526612175
2020,Redhead by the Side of the Road,Anne Tyler,Booker Prize,Longlist,0525658424,11/19/2020,9780525658429
2020,Love and Other Thought Experiments,Sophie Ward,Booker Prize,Longlist,3548606113,11/19/2020,9783548606118
2020,How Much of These Hills Is Gold,C Pam Zhang,Booker Prize,Longlist,0525537228,11/19/2020,9780525537229
2020,The New Wilderness,Diane Cook,Booker Prize,Longlist,1786078228,11/19/2020,9781786078223
2020,Who They Was,Gabriel Krauze,Booker Prize,Longlist,1635577675,11/19/2020,9781635577679
2020,Apeirogon,Colum McCann,Booker Prize,Longlist,067960460X,11/19/2020,9780679604600
2021,The Promise,Damon Galgut,Booker Prize,Winner,1784744077,11/3/2021,9781784744076
2021,A Passage North,Anuk Arudpragasam,Booker Prize,Shortlist,1783786957,11/3/2021,9781783786954
2021,No One Is Talking About This,Patricia Lockwood,Booker Prize,Shortlist,0593189604,11/3/2021,9780593189603
2021,The Fortune Men,Nadifa Mohamed,Booker Prize,Shortlist,0241466946,11/3/2021,9780241466940
2021,Bewilderment,Richard Powers,Booker Prize,Shortlist,1804951676,11/3/2021,9781804951675
2021,Great Circle,Maggie Shipstead,Booker Prize,Shortlist,0525656987,11/3/2021,9780525656982
2021,Second Place,Rachel Cusk,Booker Prize,Longlist,0374720797,11/3/2021,9780374720797
2021,Light Perpetual,Francis Spufford,Booker Prize,Longlist,1982174153,11/3/2021,9781982174156
2021,China Room,Sunjeev Sahota,Booker Prize,Longlist,1473548365,11/3/2021,9781473548367
2021,An Island,Karen Jennings,Booker Prize,Longlist,0593446534,11/3/2021,9780593446539
2021,A Town Called Solace,Mary Lawson,Booker Prize,Longlist,1473581826,11/3/2021,9781473581821
2021,The Sweetness of Water,Nathan Harris,Booker Prize,Longlist,1472274393,11/3/2021,9781472274397
2021,Klara and the Sun,Kazuo Ishiguro,Booker Prize,Longlist,0571364918,11/3/2021,9780571364916
2022,The Seven Moons of Maali Almeida,Shehan Karunatilaka,Booker Prize,Winner,1908745916,10/17/2022,9781908745910
2022,Glory,NoViolet Bulawayo,Booker Prize,Shortlist,1473589452,10/17/2022,9781473589452
2022,Small Things Like These,Claire Keegan,Booker Prize,Shortlist,0571368719,10/17/2022,9780571368716
2022,Treacle Walker,Alan Garner,Booker Prize,Shortlist,1668025515,10/17/2022,9781668025512
2022,The Trees,Percival Everett,Booker Prize,Shortlist,1035036622,10/17/2022,9781035036622
2022,Oh William!,Elizabeth Strout,Booker Prize,Shortlist,0812989457,10/17/2022,9780812989458
2022,Trust,Hernan Diaz,Booker Prize,Longlist,152907455X,10/17/2022,9781529074550
2022,The Colony,Audrey Magee,Booker Prize,Longlist,0571367593,10/17/2022,9780571367597
2022,Booth,Karen Joy Fowler,Booker Prize,Longlist,0593331443,10/17/2022,9780593331446
2022,Case Study,Graeme Macrae Burnet,Booker Prize,Longlist,1913393593,10/17/2022,9781913393595
2022,Maps of Our Spectacular Bodies,Maddie Mortimer,Booker Prize,Longlist,1529069394,10/17/2022,9781529069396
2022,After Sappho,Selby Wynn Schwartz,Booker Prize,Longlist,1324092327,10/17/2022,9781324092322
2022,Nightcrawling,Leila Mottley,Booker Prize,Longlist,0593318943,10/17/2022,9780593318942
2023,Prophet Song,Paul Lynch,Booker Prize,Winner,0861545907,10/26/2023,9780861545902
2023,Western Lane,Chetna Maroo,Booker Prize,Shortlist,1039004059,10/27/2023,9781039004054
2023,The Bee Sting,Paul Murray,Booker Prize,Shortlist,0241353955,10/28/2023,9780241353950
2023,If I Survive You,Jonathan Escoffery,Booker Prize,Shortlist,0374605998,10/29/2023,9780374605995
2023,This Other Eden,Paul Harding,Booker Prize,Shortlist,1324036303,10/30/2023,9781324036302
2023,Old God's Time,Sebastian Barry,Booker Prize,Shortlist,0571332781,10/31/2023,9780571332786
2023,In Ascension,Martin MacInnes,Booker Prize,Longlist,1838956263,11/1/2023,9781838956264
2023,Pearl,Siân Hughes,Booker Prize,Longlist,0702269980,11/2/2023,9780702269981
2023,All the Little Bird-Hearts,Viktoria Lloyd-Barlow,Booker Prize,Longlist,1472288025,11/3/2023,9781472288028
2023,Study for Obedience,Sarah Bernstein,Booker Prize,Longlist,1803510005,11/4/2023,9781803510002
2023,The House of Doors,Tan Twan Eng,Booker Prize,Longlist,1838858318,11/5/2023,9781838858315
2023,August Blue,Deborah Levy,Booker Prize,Longlist,0735241457,11/6/2023,9780735241459
2023,A Spell of Good Things,Ayọ̀bámi Adébáyọ̀,Booker Prize,Longlist,1838856064,11/7/2023,9781838856069
2024,Orbital,Samantha Harvey,Booker Prize,Winner,1529901790,11/12/2024,9781529901795
2024,James,Percival Everett,Booker Prize,Shortlist,,11/13/2024,
2024,Creation Lake,Rachel Kushner,Booker Prize,Shortlist,1982116544,11/14/2024,9781982116545
2024,Held,Anne Michaels,Booker Prize,Shortlist,1526659085,11/15/2024,9781526659088
2024,The Safekeep,Yael van der Wouden,Booker Prize,Shortlist,0241999782,11/16/2024,9780241999783
2024,Stone Yard Devotional,Charlotte Wood,Booker Prize,Shortlist,,11/17/2024,9798217047352
2024,Wild Houses,Colin Barrett,Booker Prize,Longlist,152992765X,11/18/2024,9781529927658
2024,Headshot,Rita Bullwinkel,Booker Prize,Longlist,0593654110,11/19/2024,9780593654118
2024,My Friends,Hisham Matar,Booker Prize,Longlist,0812985095,11/20/2024,9780812985092
2024,This Strange Eventful History,Claire Messud,Booker Prize,Longlist,3989119427,11/21/2024,9783989119420
2024,Wandering Stars,Tommy Orange,Booker Prize,Longlist,0771050380,11/22/2024,9780771050381
2024,Enlightenment,Sarah Perry,Booker Prize,Longlist,152992779X,11/23/2024,9781529927795
2024,Playground,Richard Powers,Booker Prize,Longlist,1324086041,11/24/2024,9781324086048
,,,,,,,
2009,The Hunger Angel,Herta Müller,Literature Nobel Prize,Winner,1496209303,10/8/2009,9781496209306
2009,The Fox Was Ever the Hunter,Herta Müller,Literature Nobel Prize,Winner,1846274788,10/8/2009,9781846274787
2010,The Feast of the Goat,Mario Vargas Llosa,Literature Nobel Prize,Winner,9972463176,10/7/2010,9789972463174
2010,Conversation in the Cathedral,Mario Vargas Llosa,Literature Nobel Prize,Winner,0571268250,10/7/2010,9780571268252
2011,Baltic Spring,Tomas Tranströmer,Literature Nobel Prize,Winner,904201959X,10/6/2011,9789042019591
2011,The Half-Finished Heaven,Tomas Tranströmer,Literature Nobel Prize,Winner,0241362830,10/6/2011,9780241362839
2012,Red Sorghum,Mo Yan,Literature Nobel Prize,Winner,1448151171,10/11/2012,9781448151172
2012,Frog,Mo Yan,Literature Nobel Prize,Winner,1621969967,10/11/2012,9781621969969
2013,Too Much Happiness,Alice Munro,Literature Nobel Prize,Winner,1409016773,10/10/2013,9781409016779
2013,The Love of a Good Woman,Alice Munro,Literature Nobel Prize,Winner,0313082138,10/10/2013,9780313082139
2014,Dora Bruder,Patrick Modiano,Literature Nobel Prize,Winner,9042018844,10/9/2014,9789042018846
2014,Honeymoon,Patrick Modiano,Literature Nobel Prize,Winner,1567920314,10/9/2014,9781567920314
2015,The Unwomanly Face of War,Svetlana Alexievich,Literature Nobel Prize,Winner,014198354X,10/8/2015,9780141983547
2015,Second-Hand Time,Svetlana Alexievich,Literature Nobel Prize,Winner,0399588817,10/8/2015,9780399588815
2016,Chronicles: Volume One,Bob Dylan,Literature Nobel Prize,Winner,0743272587,10/13/2016,9780743272582
2016,Tarantula,Bob Dylan,Literature Nobel Prize,Winner,1438915896,10/13/2016,9781438915890
2017,Never Let Me Go,Kazuo Ishiguro,Literature Nobel Prize,Winner,0571249388,10/5/2017,9780571249381
2017,The Buried Giant,Kazuo Ishiguro,Literature Nobel Prize,Winner,0571315054,10/5/2017,9780571315055
2018,The Books of Jacob,Olga Tokarczuk,Literature Nobel Prize,Winner,192233068X,10/11/2018,9781922330680
2018,Flights,Olga Tokarczuk,Literature Nobel Prize,Winner,1000953017,10/11/2018,9781000953015
2019,The Goalie’s Anxiety at the Penalty Kick,Peter Handke,Literature Nobel Prize,Winner,1466806818,10/10/2019,9781466806818
2019,A Sorrow Beyond Dreams,Peter Handke,Literature Nobel Prize,Winner,1782270302,10/10/2019,9781782270300
2020,Faithful and Virtuous Night,Louise Glück,Literature Nobel Prize,Winner,1466875461,10/8/2020,9781466875463
2020,The Wild Iris,Louise Glück,Literature Nobel Prize,Winner,0826265561,10/8/2020,9780826265562
2021,Paradise,Abdulrazak Gurnah,Literature Nobel Prize,Winner,0415351693,10/7/2021,9780415351690
2021,By the Sea,Abdulrazak Gurnah,Literature Nobel Prize,Winner,9042026901,10/7/2021,9789042026902
2022,The Event,Annie Ernaux,Literature Nobel Prize,Winner,0853235376,10/6/2022,9780853235378
2022,The Years,Annie Ernaux,Literature Nobel Prize,Winner,160980788X,10/6/2022,9781609807887
2023,Melancholy,Jon Fosse,Literature Nobel Prize,Winner,1564784517,10/5/2023,9781564784513
2023,Trilogy,Jon Fosse,Literature Nobel Prize,Winner,1628974214,10/5/2023,9781628974218
2024,The Vegetarian,Han Kang,Literature Nobel Prize,Winner,0553448196,10/10/2024,9780553448191
2024,Human Acts,Han Kang,Literature Nobel Prize,Winner,1783781629,10/10/2024,9781783781621
,,,,,,,
2009,Diary of a Wimpy Kid: Dog Days,Jeff Kinney,Goodreads Choice Awards,Winner,0141347724,12/10/2009,9780141347721
2009,Dead and Gone,Charlaine Harris,Goodreads Choice Awards,Winner,1476606293,12/10/2009,9781476606293
2009,The Help,Kathryn Stockett,Goodreads Choice Awards,Winner,3346779904,12/10/2009,9783346779908
2009,Batman: Whatever Happened to the Caped Crusader?,Neil Gaiman,Goodreads Choice Awards,Winner,177950490X,12/10/2009,9781779504906
2009,The Girl Who Played with Fire,Stieg Larsson,Goodreads Choice Awards,Winner,113729163X,12/10/2009,9781137291639
2009,Columbine,Dave Cullen,Goodreads Choice Awards,Winner,1787477088,12/10/2009,9781787477087
2009,An Echo in the Bone,Diana Gabaldon,Goodreads Choice Awards,Winner,1409111962,12/10/2009,9781409111962
2009,Leviathan,Scott Westerfeld,Goodreads Choice Awards,Winner,1442443928,12/10/2009,9781442443921
2009,Along for the Ride,Sarah Dessen,Goodreads Choice Awards,Winner,1477717757,12/10/2009,9781477717752
2009,The Last Song,Nicholas Sparks,Goodreads Choice Awards,Winner,0470945745,12/10/2009,9780470945742
2009,Blueberry Girl,Neil Gaiman,Goodreads Choice Awards,Winner,0747586160,12/10/2009,9780747586166
2009,Catching Fire,Suzanne Collins,Goodreads Choice Awards,Winner,0545227240,12/10/2009,9780545227247
2010,Diary of a Wimpy Kid: The Ugly Truth,Jeff Kinney,Goodreads Choice Awards,Winner,0141347694,12/7/2010,9780141347691
2010,Towers of Midnight,Robert Jordan and Brandon Sanderson,Goodreads Choice Awards,Winner,1429960639,12/7/2010,9781429960632
2010,Room,Emma Donoghue,Goodreads Choice Awards,Winner,135041915X,12/7/2010,9781350419155
2010,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Goodreads Choice Awards,Winner,0307589382,12/7/2010,9780307589385
2010,Twilight: The Graphic Novel,Stephenie Meyer,Goodreads Choice Awards,Winner,076136370X,12/7/2010,9780761363705
2010,Fall of Giants,Ken Follett,Goodreads Choice Awards,Winner,1101543558,12/7/2010,9781101543559
2010,The Tudors,G. J. Meyer,Goodreads Choice Awards,Winner,1644927063,12/7/2010,9781644927069
2010,Bite Me: A Love Story,Christopher Moore,Goodreads Choice Awards,Winner,0748124888,12/7/2010,9780748124886
2010,Unbearable Lightness,Portia de Rossi,Goodreads Choice Awards,Winner,1849835276,12/7/2010,9781849835275
2010,The Girl Who Kicked the Hornets' Nest,Stieg Larsson,Goodreads Choice Awards,Winner,1785863800,12/7/2010,9781785863806
2010,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Goodreads Choice Awards,Winner,0307589382,12/7/2010,9780307589385
2010,Come On All You Ghosts,Matthew Zapruder,Goodreads Choice Awards,Winner,1619320606,12/7/2010,9781619320604
2010,Lover Mine,J. R. Ward,Goodreads Choice Awards,Winner,1101531371,12/7/2010,9781101531372
2010,Feed,Mira Grant,Goodreads Choice Awards,Winner,0748116877,12/7/2010,9780748116874
2010,Mockingjay,Suzanne Collins,Goodreads Choice Awards,Winner,1420507621,12/7/2010,9781420507621
2010,Before I Fall,Lauren Oliver,Goodreads Choice Awards,Winner,1926442229,12/7/2010,9781926442228
2010,Torment,Lauren Kate,Goodreads Choice Awards,Winner,0606222472,12/7/2010,9780606222471
2010,Dead in the Family,Charlaine Harris,Goodreads Choice Awards,Winner,1438130015,12/7/2010,9781438130019
2010,It's a Book,Lane Smith,Goodreads Choice Awards,Winner,1451688814,12/7/2010,9781451688818
2011,The Son of Neptune,Rick Riordan,Goodreads Choice Awards,Winner,0141967552,12/6/2011,9780141967554
2011,A Dance with Dragons,George R. R. Martin,Goodreads Choice Awards,Winner,0553801473,12/6/2011,9780553801477
2011,1Q84,Haruki Murakami,Goodreads Choice Awards,Winner,1350270555,12/6/2011,9781350270558
2011,Vampire Academy: The Graphic Novel,Richelle Mead,Goodreads Choice Awards,Winner,1595144293,12/6/2011,9781595144294
2011,The Paris Wife,Paula McLain,Goodreads Choice Awards,Winner,1311703578,12/6/2011,9781311703576
2011,Steve Jobs,Walter Isaacson,Goodreads Choice Awards,Winner,1451648545,12/6/2011,9781451648546
2011,Graveminder,Melissa Marr,Goodreads Choice Awards,Winner,0007364652,12/6/2011,9780007364657
2011,Bossypants,Tina Fey,Goodreads Choice Awards,Winner,0748129774,12/6/2011,9780748129775
2011,Two Kisses for Maddy: A Memoir of Loss & Love,Matthew Logelin,Goodreads Choice Awards,Winner,1543434347,12/6/2011,9781543434347
2011,Smokin' Seventeen,Janet Evanovich,Goodreads Choice Awards,Winner,0345527690,12/6/2011,9780345527691
2011,The Geeks Shall Inherit the Earth,Alexandra Robbins,Goodreads Choice Awards,Winner,1350151718,12/6/2011,9781350151710
2011,Horoscopes for the Dead,Billy Collins,Goodreads Choice Awards,Winner,1447203992,12/6/2011,9781447203995
2011,Lover Unleashed,J. R. Ward,Goodreads Choice Awards,Winner,0748125582,12/6/2011,9780748125586
2011,11/22/63,Stephen King,Goodreads Choice Awards,Winner,1498572790,12/6/2011,9781498572798
2011,Divergent,Veronica Roth,Goodreads Choice Awards,Winner,1477779078,12/6/2011,9781477779071
2011,Where She Went,Gayle Forman,Goodreads Choice Awards,Winner,0142420891,12/6/2011,9780142420898
2011,My Father's Daughter,Gwyneth Paltrow,Goodreads Choice Awards,Winner,1455516767,12/6/2011,9781455516766
2011,City of Fallen Angels,Cassandra Clare,Goodreads Choice Awards,Winner,1442403543,12/6/2011,9781442403543
2011,Shadowfever,Karen Marie Moning,Goodreads Choice Awards,Winner,0575108576,12/6/2011,9780575108578
2011,When I Grow Up,Weird Al Yankovic,Goodreads Choice Awards,Winner,1894222423,12/6/2011,9781894222426
2011,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Conor Grennan,Goodreads Choice Awards,Winner,0007354193,12/6/2011,9780007354191
2012,The Mark of Athena,Rick Riordan,Goodreads Choice Awards,Winner,0141967560,12/11/2012,9780141967561
2012,The Dark Tower: The Wind Through the Keyhole,Stephen King,Goodreads Choice Awards,Winner,1451658915,12/11/2012,9781451658910
2012,The Casual Vacancy,J. K. Rowling,Goodreads Choice Awards,Winner,0606357432,12/11/2012,9780606357432
2012,"The Walking Dead, Vol. 16: A Larger World",Robert Kirkman,Goodreads Choice Awards,Winner,1607065487,12/11/2012,9781607065487
2012,The Light Between Oceans,M. L. Stedman,Goodreads Choice Awards,Winner,1476738084,12/11/2012,9781476738086
2012,The Twelve,Justin Cronin,Goodreads Choice Awards,Winner,1409112136,12/11/2012,9781409112136
2012,Let's Pretend This Never Happened,Jenny Lawson,Goodreads Choice Awards,Winner,1101573082,12/11/2012,9781101573082
